SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_2911,user_1201,22-03-2025 06:50,home,Desktop,Australia,Social Media,139,0,0
session_2912,user_2292,19-03-2025 16:45,home,Tablet,UK,Social Media,80,0,0
session_2912,user_2292,19-03-2025 16:48,product_page,Tablet,UK,Social Media,152,1,0
session_2913,user_2061,03-05-2025 18:03,home,Tablet,USA,Social Media,162,0,0
session_2913,user_2061,03-05-2025 18:06,product_page,Tablet,USA,Social Media,153,0,0
session_2914,user_2805,30-01-2025 01:20,home,Tablet,Germany,Google,66,0,0
session_2915,user_2796,08-05-2025 09:05,home,Mobile,France,Email,180,0,0
session_2915,user_2796,08-05-2025 09:06,product_page,Mobile,France,Email,67,0,0
session_2916,user_1918,12-04-2025 07:02,home,Mobile,Canada,Social Media,39,0,0
session_2916,user_1918,12-04-2025 07:04,product_page,Mobile,Canada,Social Media,113,1,0
session_2917,user_1569,05-05-2025 19:26,home,Desktop,UK,Direct,45,0,0
session_2917,user_1569,05-05-2025 19:29,product_page,Desktop,UK,Direct,143,4,0
session_2917,user_1569,05-05-2025 19:31,cart,Desktop,UK,Direct,127,4,0
session_2918,user_1854,26-05-2025 10:16,home,Desktop,France,Google,44,0,1
session_2918,user_1854,26-05-2025 10:17,product_page,Desktop,France,Google,79,4,1
session_2918,user_1854,26-05-2025 10:18,cart,Desktop,France,Google,53,4,1
session_2918,user_1854,26-05-2025 10:21,checkout,Desktop,France,Google,176,4,1
session_2918,user_1854,26-05-2025 10:22,confirmation,Desktop,France,Google,98,0,1
session_2919,user_2537,19-05-2025 01:49,home,Tablet,Germany,Direct,72,0,0
session_2919,user_2537,19-05-2025 01:50,product_page,Tablet,Germany,Direct,40,1,0
session_2919,user_2537,19-05-2025 01:52,cart,Tablet,Germany,Direct,118,1,0
session_2920,user_1562,15-05-2025 09:32,home,Desktop,India,Direct,31,0,0
session_2921,user_2139,14-02-2025 20:11,home,Mobile,Germany,Social Media,71,0,0
session_2922,user_1001,30-03-2025 08:27,home,Desktop,Germany,Google,89,0,1
session_2922,user_1001,30-03-2025 08:29,product_page,Desktop,Germany,Google,97,3,1
session_2922,user_1001,30-03-2025 08:30,cart,Desktop,Germany,Google,54,3,1
session_2922,user_1001,30-03-2025 08:32,checkout,Desktop,Germany,Google,128,3,1
session_2922,user_1001,30-03-2025 08:34,confirmation,Desktop,Germany,Google,131,0,1
session_2923,user_2530,11-06-2025 05:31,home,Desktop,UK,Email,91,0,0
session_2924,user_2633,13-03-2025 13:14,home,Mobile,Australia,Google,147,0,0
session_2924,user_2633,13-03-2025 13:16,product_page,Mobile,Australia,Google,107,2,0
session_2925,user_1086,26-05-2025 22:55,home,Desktop,India,Email,20,0,0
session_2925,user_1086,26-05-2025 22:56,product_page,Desktop,India,Email,106,3,0
session_2926,user_1013,19-03-2025 05:18,home,Desktop,Germany,Email,122,0,0
session_2926,user_1013,19-03-2025 05:20,product_page,Desktop,Germany,Email,131,5,0
session_2927,user_1173,09-07-2025 18:08,home,Mobile,France,Direct,99,0,0
session_2927,user_1173,09-07-2025 18:10,product_page,Mobile,France,Direct,135,5,0
session_2928,user_1200,03-02-2025 17:26,home,Desktop,France,Email,69,0,0
session_2928,user_1200,03-02-2025 17:29,product_page,Desktop,France,Email,167,4,0
session_2929,user_2620,07-02-2025 08:30,home,Tablet,Canada,Google,144,0,0
session_2930,user_1360,10-07-2025 07:24,home,Desktop,France,Google,55,0,0
session_2930,user_1360,10-07-2025 07:26,product_page,Desktop,France,Google,108,0,0
session_2931,user_1980,14-07-2025 22:27,home,Desktop,UK,Google,133,0,0
session_2931,user_1980,14-07-2025 22:29,product_page,Desktop,UK,Google,126,0,0
session_2932,user_1577,06-08-2025 23:35,home,Tablet,Germany,Social Media,155,0,0
session_2932,user_1577,06-08-2025 23:36,product_page,Tablet,Germany,Social Media,57,0,0
session_2933,user_1795,03-04-2025 17:36,home,Tablet,USA,Google,93,0,0
session_2933,user_1795,03-04-2025 17:36,product_page,Tablet,USA,Google,22,4,0
session_2933,user_1795,03-04-2025 17:39,cart,Tablet,USA,Google,146,4,0
session_2933,user_1795,03-04-2025 17:40,checkout,Tablet,USA,Google,96,4,0
session_2934,user_1074,12-04-2025 09:36,home,Mobile,Australia,Social Media,19,0,1
session_2934,user_1074,12-04-2025 09:37,product_page,Mobile,Australia,Social Media,60,5,1
session_2934,user_1074,12-04-2025 09:38,cart,Mobile,Australia,Social Media,52,5,1
session_2934,user_1074,12-04-2025 09:40,checkout,Mobile,Australia,Social Media,141,5,1
session_2934,user_1074,12-04-2025 09:43,confirmation,Mobile,Australia,Social Media,165,0,1
session_2935,user_2357,16-05-2025 17:32,home,Desktop,Germany,Direct,51,0,0
session_2936,user_1271,06-04-2025 22:25,home,Tablet,France,Direct,163,0,0
session_2936,user_1271,06-04-2025 22:28,product_page,Tablet,France,Direct,163,5,0
session_2937,user_1685,01-03-2025 20:19,home,Mobile,UK,Direct,53,0,0
session_2937,user_1685,01-03-2025 20:19,product_page,Mobile,UK,Direct,43,4,0
session_2938,user_1241,09-05-2025 12:08,home,Desktop,Australia,Direct,116,0,0
session_2938,user_1241,09-05-2025 12:10,product_page,Desktop,Australia,Direct,122,0,0
session_2939,user_2300,05-08-2025 23:22,home,Tablet,UK,Social Media,21,0,1
session_2939,user_2300,05-08-2025 23:24,product_page,Tablet,UK,Social Media,101,3,1
session_2939,user_2300,05-08-2025 23:26,cart,Tablet,UK,Social Media,106,3,1
session_2939,user_2300,05-08-2025 23:28,checkout,Tablet,UK,Social Media,156,3,1
session_2939,user_2300,05-08-2025 23:30,confirmation,Tablet,UK,Social Media,98,0,1
session_2940,user_2660,15-06-2025 05:51,home,Tablet,France,Social Media,16,0,0
session_2940,user_2660,15-06-2025 05:53,product_page,Tablet,France,Social Media,81,0,0
session_2940,user_2660,15-06-2025 05:54,cart,Tablet,France,Social Media,104,3,0
session_2941,user_2265,26-01-2025 11:05,home,Desktop,USA,Social Media,102,0,0
session_2941,user_2265,26-01-2025 11:06,product_page,Desktop,USA,Social Media,50,0,0
session_2941,user_2265,26-01-2025 11:06,cart,Desktop,USA,Social Media,27,0,0
session_2941,user_2265,26-01-2025 11:09,checkout,Desktop,USA,Social Media,180,2,0
session_2942,user_2439,22-03-2025 10:09,home,Tablet,Australia,Direct,149,0,0
session_2943,user_1002,20-05-2025 07:01,home,Mobile,France,Email,25,0,0
session_2943,user_1002,20-05-2025 07:03,product_page,Mobile,France,Email,111,0,0
session_2944,user_1503,28-01-2025 17:38,home,Desktop,USA,Email,88,0,0
session_2944,user_1503,28-01-2025 17:40,product_page,Desktop,USA,Email,131,0,0
session_2945,user_2824,23-06-2025 07:29,home,Desktop,Canada,Direct,174,0,0
session_2946,user_2019,27-08-2025 15:17,home,Desktop,India,Email,55,0,0
session_2946,user_2019,27-08-2025 15:20,product_page,Desktop,India,Email,165,5,0
session_2947,user_1907,20-08-2025 20:31,home,Desktop,India,Email,178,0,1
session_2947,user_1907,20-08-2025 20:31,product_page,Desktop,India,Email,29,0,1
session_2947,user_1907,20-08-2025 20:32,cart,Desktop,India,Email,71,0,1
session_2947,user_1907,20-08-2025 20:34,checkout,Desktop,India,Email,77,1,1
session_2947,user_1907,20-08-2025 20:35,confirmation,Desktop,India,Email,77,0,1
session_2948,user_2053,29-01-2025 20:51,home,Desktop,UK,Direct,133,0,0
session_2948,user_2053,29-01-2025 20:53,product_page,Desktop,UK,Direct,114,3,0
session_2948,user_2053,29-01-2025 20:54,cart,Desktop,UK,Direct,72,3,0
session_2949,user_1024,26-01-2025 15:28,home,Mobile,Canada,Email,32,0,0
session_2949,user_1024,26-01-2025 15:30,product_page,Mobile,Canada,Email,118,3,0
session_2950,user_1609,12-06-2025 18:47,home,Tablet,Canada,Social Media,87,0,1
session_2950,user_1609,12-06-2025 18:48,product_page,Tablet,Canada,Social Media,63,5,1
session_2950,user_1609,12-06-2025 18:50,cart,Tablet,Canada,Social Media,131,5,1
session_2950,user_1609,12-06-2025 18:51,checkout,Tablet,Canada,Social Media,45,5,1
session_2950,user_1609,12-06-2025 18:52,confirmation,Tablet,Canada,Social Media,81,0,1
session_2951,user_2446,19-01-2025 06:34,home,Desktop,Canada,Direct,32,0,0
session_2951,user_2446,19-01-2025 06:35,product_page,Desktop,Canada,Direct,86,1,0
session_2951,user_2446,19-01-2025 06:36,cart,Desktop,Canada,Direct,78,1,0
session_2952,user_2154,14-01-2025 01:10,home,Tablet,USA,Google,139,0,0
session_2952,user_2154,14-01-2025 01:12,product_page,Tablet,USA,Google,145,3,0
session_2953,user_1312,16-03-2025 16:14,home,Tablet,Australia,Email,171,0,0
session_2953,user_1312,16-03-2025 16:14,product_page,Tablet,Australia,Email,47,5,0
session_2954,user_1673,10-01-2025 13:32,home,Desktop,France,Google,94,0,0
session_2954,user_1673,10-01-2025 13:33,product_page,Desktop,France,Google,64,4,0
session_2955,user_1093,24-02-2025 10:47,home,Tablet,UK,Social Media,139,0,0
session_2955,user_1093,24-02-2025 10:49,product_page,Tablet,UK,Social Media,159,4,0
session_2956,user_2866,25-07-2025 03:31,home,Desktop,UK,Social Media,53,0,1
session_2956,user_2866,25-07-2025 03:33,product_page,Desktop,UK,Social Media,107,0,1
session_2956,user_2866,25-07-2025 03:35,cart,Desktop,UK,Social Media,114,4,1
session_2956,user_2866,25-07-2025 03:35,checkout,Desktop,UK,Social Media,34,4,1
session_2956,user_2866,25-07-2025 03:37,confirmation,Desktop,UK,Social Media,96,0,1
session_2957,user_1606,20-08-2025 06:32,home,Mobile,Canada,Direct,172,0,1
session_2957,user_1606,20-08-2025 06:35,product_page,Mobile,Canada,Direct,139,3,1
session_2957,user_1606,20-08-2025 06:36,cart,Mobile,Canada,Direct,57,3,1
session_2957,user_1606,20-08-2025 06:38,checkout,Mobile,Canada,Direct,117,3,1
session_2957,user_1606,20-08-2025 06:39,confirmation,Mobile,Canada,Direct,89,0,1
session_2958,user_2218,04-07-2025 04:00,home,Mobile,Australia,Google,163,0,0
session_2959,user_1674,03-07-2025 07:00,home,Tablet,USA,Social Media,39,0,0
session_2959,user_1674,03-07-2025 07:03,product_page,Tablet,USA,Social Media,164,1,0
session_2960,user_1680,22-07-2025 02:25,home,Desktop,UK,Email,78,0,0
session_2960,user_1680,22-07-2025 02:27,product_page,Desktop,UK,Email,122,0,0
session_2961,user_2848,06-05-2025 19:54,home,Tablet,USA,Email,96,0,0
session_2962,user_2556,17-04-2025 04:29,home,Desktop,Canada,Email,21,0,0
session_2963,user_2556,17-07-2025 17:02,home,Tablet,UK,Email,25,0,1
session_2963,user_2556,17-07-2025 17:04,product_page,Tablet,UK,Email,154,0,1
session_2963,user_2556,17-07-2025 17:06,cart,Tablet,UK,Email,123,3,1
session_2963,user_2556,17-07-2025 17:08,checkout,Tablet,UK,Email,99,3,1
session_2963,user_2556,17-07-2025 17:09,confirmation,Tablet,UK,Email,79,0,1
session_2964,user_1580,09-01-2025 22:40,home,Mobile,India,Direct,159,0,1
session_2964,user_1580,09-01-2025 22:42,product_page,Mobile,India,Direct,87,0,1
session_2964,user_1580,09-01-2025 22:44,cart,Mobile,India,Direct,148,0,1
session_2964,user_1580,09-01-2025 22:47,checkout,Mobile,India,Direct,175,3,1
session_2964,user_1580,09-01-2025 22:47,confirmation,Mobile,India,Direct,26,0,1
session_2965,user_1802,02-03-2025 19:06,home,Desktop,Australia,Email,45,0,0
session_2965,user_1802,02-03-2025 19:07,product_page,Desktop,Australia,Email,76,0,0
session_2966,user_2473,22-01-2025 22:02,home,Mobile,USA,Email,73,0,0
session_2966,user_2473,22-01-2025 22:02,product_page,Mobile,USA,Email,23,5,0
session_2966,user_2473,22-01-2025 22:04,cart,Mobile,USA,Email,70,5,0
session_2967,user_1579,29-07-2025 04:21,home,Mobile,Canada,Google,82,0,0
session_2967,user_1579,29-07-2025 04:22,product_page,Mobile,Canada,Google,27,4,0
session_2968,user_1341,23-08-2025 19:29,home,Mobile,USA,Social Media,179,0,0
session_2968,user_1341,23-08-2025 19:30,product_page,Mobile,USA,Social Media,41,0,0
session_2969,user_2086,21-06-2025 15:58,home,Mobile,Australia,Direct,138,0,0
session_2969,user_2086,21-06-2025 15:59,product_page,Mobile,Australia,Direct,42,0,0
session_2970,user_1073,25-01-2025 11:17,home,Tablet,USA,Email,77,0,1
session_2970,user_1073,25-01-2025 11:18,product_page,Tablet,USA,Email,33,2,1
session_2970,user_1073,25-01-2025 11:21,cart,Tablet,USA,Email,169,2,1
session_2970,user_1073,25-01-2025 11:21,checkout,Tablet,USA,Email,16,2,1
session_2970,user_1073,25-01-2025 11:22,confirmation,Tablet,USA,Email,65,0,1
session_2971,user_1712,26-01-2025 12:38,home,Mobile,UK,Direct,107,0,0
session_2972,user_1742,11-06-2025 19:47,home,Tablet,UK,Direct,21,0,0
session_2972,user_1742,11-06-2025 19:48,product_page,Tablet,UK,Direct,38,5,0
session_2973,user_2770,09-02-2025 15:49,home,Desktop,USA,Google,112,0,0
session_2973,user_2770,09-02-2025 15:50,product_page,Desktop,USA,Google,60,0,0
session_2973,user_2770,09-02-2025 15:51,cart,Desktop,USA,Google,105,0,0
session_2974,user_1314,08-01-2025 12:35,home,Mobile,Australia,Direct,177,0,0
session_2974,user_1314,08-01-2025 12:37,product_page,Mobile,Australia,Direct,118,1,0
session_2975,user_2861,24-06-2025 10:04,home,Mobile,India,Email,51,0,0
session_2975,user_2861,24-06-2025 10:05,product_page,Mobile,India,Email,40,3,0
session_2976,user_1482,20-02-2025 01:55,home,Mobile,Canada,Google,149,0,0
session_2977,user_1498,28-05-2025 15:28,home,Desktop,Germany,Email,163,0,0
session_2977,user_1498,28-05-2025 15:30,product_page,Desktop,Germany,Email,100,5,0
session_2978,user_1203,31-05-2025 08:23,home,Desktop,Germany,Direct,149,0,0
session_2978,user_1203,31-05-2025 08:24,product_page,Desktop,Germany,Direct,71,5,0
session_2979,user_1006,10-03-2025 07:50,home,Mobile,Australia,Social Media,115,0,0
session_2979,user_1006,10-03-2025 07:51,product_page,Mobile,Australia,Social Media,89,0,0
session_2980,user_1892,12-04-2025 23:17,home,Desktop,France,Google,27,0,0
session_2980,user_1892,12-04-2025 23:20,product_page,Desktop,France,Google,174,5,0
session_2980,user_1892,12-04-2025 23:23,cart,Desktop,France,Google,143,5,0
session_2980,user_1892,12-04-2025 23:23,checkout,Desktop,France,Google,22,5,0
session_2981,user_1379,06-05-2025 02:19,home,Tablet,India,Google,148,0,0
session_2981,user_1379,06-05-2025 02:21,product_page,Tablet,India,Google,124,0,0
session_2982,user_2672,04-07-2025 20:44,home,Tablet,Australia,Email,18,0,0
session_2983,user_2407,06-04-2025 02:35,home,Mobile,India,Email,138,0,1
session_2983,user_2407,06-04-2025 02:36,product_page,Mobile,India,Email,43,4,1
session_2983,user_2407,06-04-2025 02:38,cart,Mobile,India,Email,114,4,1
session_2983,user_2407,06-04-2025 02:38,checkout,Mobile,India,Email,26,4,1
session_2983,user_2407,06-04-2025 02:39,confirmation,Mobile,India,Email,64,0,1
session_2984,user_2415,12-07-2025 09:14,home,Desktop,France,Email,148,0,0
session_2984,user_2415,12-07-2025 09:15,product_page,Desktop,France,Email,60,5,0
session_2985,user_1849,03-04-2025 22:48,home,Tablet,Canada,Social Media,94,0,1
session_2985,user_1849,03-04-2025 22:50,product_page,Tablet,Canada,Social Media,114,5,1
session_2985,user_1849,03-04-2025 22:53,cart,Tablet,Canada,Social Media,161,5,1
session_2985,user_1849,03-04-2025 22:54,checkout,Tablet,Canada,Social Media,91,5,1
session_2985,user_1849,03-04-2025 22:55,confirmation,Tablet,Canada,Social Media,69,0,1
session_2986,user_1130,16-04-2025 18:48,home,Mobile,USA,Google,63,0,0
session_2986,user_1130,16-04-2025 18:50,product_page,Mobile,USA,Google,104,0,0
session_2987,user_1981,18-01-2025 04:40,home,Mobile,UK,Email,98,0,0
session_2987,user_1981,18-01-2025 04:41,product_page,Mobile,UK,Email,100,0,0
session_2988,user_2323,29-08-2025 04:12,home,Tablet,India,Google,76,0,0
session_2988,user_2323,29-08-2025 04:14,product_page,Tablet,India,Google,123,2,0
session_2989,user_2219,21-04-2025 19:58,home,Tablet,Canada,Direct,154,0,0
session_2990,user_1087,30-07-2025 13:44,home,Desktop,India,Google,30,0,0
session_2990,user_1087,30-07-2025 13:46,product_page,Desktop,India,Google,126,0,0
session_2991,user_2020,23-04-2025 12:49,home,Desktop,UK,Direct,77,0,1
session_2991,user_2020,23-04-2025 12:51,product_page,Desktop,UK,Direct,119,3,1
session_2991,user_2020,23-04-2025 12:52,cart,Desktop,UK,Direct,90,3,1
session_2991,user_2020,23-04-2025 12:54,checkout,Desktop,UK,Direct,115,3,1
session_2991,user_2020,23-04-2025 12:56,confirmation,Desktop,UK,Direct,113,0,1
session_2992,user_1176,01-08-2025 03:42,home,Tablet,USA,Direct,141,0,0
session_2992,user_1176,01-08-2025 03:43,product_page,Tablet,USA,Direct,90,1,0
session_2993,user_1759,15-06-2025 10:04,home,Desktop,Germany,Google,169,0,0
session_2994,user_1479,25-03-2025 21:36,home,Desktop,Germany,Google,166,0,0
session_2995,user_1920,23-08-2025 00:09,home,Desktop,Canada,Direct,79,0,0
session_2995,user_1920,23-08-2025 00:10,product_page,Desktop,Canada,Direct,74,5,0
session_2995,user_1920,23-08-2025 00:11,cart,Desktop,Canada,Direct,26,5,0
session_2996,user_1393,01-02-2025 15:45,home,Tablet,USA,Google,64,0,0
session_2997,user_1563,20-03-2025 13:31,home,Mobile,France,Direct,101,0,0
session_2998,user_1342,19-06-2025 23:43,home,Desktop,UK,Social Media,40,0,0
session_2999,user_2507,20-04-2025 07:06,home,Mobile,Australia,Email,70,0,0
session_2999,user_2507,20-04-2025 07:08,product_page,Mobile,Australia,Email,77,4,0
session_3000,user_2658,01-02-2025 15:00,home,Mobile,Canada,Social Media,67,0,0
session_3001,user_1349,04-02-2025 08:54,home,Desktop,UK,Google,168,0,1
session_3001,user_1349,04-02-2025 08:56,product_page,Desktop,UK,Google,95,3,1
session_3001,user_1349,04-02-2025 08:58,cart,Desktop,UK,Google,151,3,1
session_3001,user_1349,04-02-2025 09:00,checkout,Desktop,UK,Google,94,3,1
session_3001,user_1349,04-02-2025 09:01,confirmation,Desktop,UK,Google,49,0,1
session_3002,user_1708,19-08-2025 12:25,home,Tablet,Canada,Google,74,0,0
session_3003,user_2466,16-08-2025 00:54,home,Mobile,UK,Email,86,0,0
session_3003,user_2466,16-08-2025 00:55,product_page,Mobile,UK,Email,60,0,0
session_3004,user_1131,01-07-2025 13:24,home,Tablet,Germany,Google,78,0,0
session_3004,user_1131,01-07-2025 13:25,product_page,Tablet,Germany,Google,54,0,0
session_3005,user_2747,20-08-2025 22:39,home,Desktop,Canada,Direct,30,0,0
session_3005,user_2747,20-08-2025 22:42,product_page,Desktop,Canada,Direct,165,0,0
session_3006,user_1285,09-05-2025 12:36,home,Tablet,India,Google,131,0,0
session_3006,user_1285,09-05-2025 12:39,product_page,Tablet,India,Google,176,5,0
session_3007,user_1060,21-07-2025 01:06,home,Desktop,UK,Google,33,0,1
session_3007,user_1060,21-07-2025 01:08,product_page,Desktop,UK,Google,102,1,1
session_3007,user_1060,21-07-2025 01:10,cart,Desktop,UK,Google,108,1,1
session_3007,user_1060,21-07-2025 01:11,checkout,Desktop,UK,Google,112,1,1
session_3007,user_1060,21-07-2025 01:14,confirmation,Desktop,UK,Google,155,0,1
session_3008,user_2574,14-04-2025 16:26,home,Tablet,UK,Social Media,117,0,0
session_3008,user_2574,14-04-2025 16:27,product_page,Tablet,UK,Social Media,66,5,0
session_3009,user_2534,10-02-2025 22:03,home,Tablet,India,Direct,17,0,1
session_3009,user_2534,10-02-2025 22:04,product_page,Tablet,India,Direct,44,1,1
session_3009,user_2534,10-02-2025 22:06,cart,Tablet,India,Direct,121,1,1
session_3009,user_2534,10-02-2025 22:06,checkout,Tablet,India,Direct,15,1,1
session_3009,user_2534,10-02-2025 22:07,confirmation,Tablet,India,Direct,37,0,1
session_3010,user_1387,28-06-2025 23:01,home,Desktop,France,Google,135,0,0
session_3010,user_1387,28-06-2025 23:01,product_page,Desktop,France,Google,29,4,0
session_3010,user_1387,28-06-2025 23:02,cart,Desktop,France,Google,45,4,0
session_3010,user_1387,28-06-2025 23:03,checkout,Desktop,France,Google,36,4,0
session_3011,user_2188,20-06-2025 03:35,home,Desktop,India,Direct,66,0,0
session_3012,user_1646,06-01-2025 03:09,home,Desktop,France,Direct,165,0,1
session_3012,user_1646,06-01-2025 03:11,product_page,Desktop,France,Direct,98,4,1
session_3012,user_1646,06-01-2025 03:13,cart,Desktop,France,Direct,117,4,1
session_3012,user_1646,06-01-2025 03:15,checkout,Desktop,France,Direct,133,4,1
session_3012,user_1646,06-01-2025 03:17,confirmation,Desktop,France,Direct,93,0,1
session_3013,user_2026,28-08-2025 16:15,home,Mobile,Germany,Direct,18,0,0
session_3013,user_2026,28-08-2025 16:17,product_page,Mobile,Germany,Direct,137,4,0
session_3014,user_1278,03-01-2025 15:41,home,Tablet,Germany,Email,94,0,0
session_3014,user_1278,03-01-2025 15:43,product_page,Tablet,Germany,Email,72,4,0
session_3015,user_2512,17-07-2025 20:13,home,Tablet,France,Email,122,0,1
session_3015,user_2512,17-07-2025 20:15,product_page,Tablet,France,Email,167,1,1
session_3015,user_2512,17-07-2025 20:16,cart,Tablet,France,Email,52,1,1
session_3015,user_2512,17-07-2025 20:18,checkout,Tablet,France,Email,104,1,1
session_3015,user_2512,17-07-2025 20:18,confirmation,Tablet,France,Email,16,0,1
session_3016,user_2696,18-01-2025 16:17,home,Tablet,Australia,Direct,163,0,0
session_3016,user_2696,18-01-2025 16:19,product_page,Tablet,Australia,Direct,149,1,0
session_3017,user_1023,20-07-2025 13:55,home,Mobile,USA,Social Media,130,0,0
session_3017,user_1023,20-07-2025 13:56,product_page,Mobile,USA,Social Media,54,0,0
session_3018,user_2747,08-01-2025 22:55,home,Desktop,France,Social Media,177,0,1
session_3018,user_2747,08-01-2025 22:55,product_page,Desktop,France,Social Media,24,2,1
session_3018,user_2747,08-01-2025 22:57,cart,Desktop,France,Social Media,106,2,1
session_3018,user_2747,08-01-2025 22:59,checkout,Desktop,France,Social Media,122,2,1
session_3018,user_2747,08-01-2025 23:02,confirmation,Desktop,France,Social Media,143,0,1
session_3019,user_1786,16-08-2025 06:58,home,Desktop,France,Email,110,0,1
session_3019,user_1786,16-08-2025 07:00,product_page,Desktop,France,Email,109,1,1
session_3019,user_1786,16-08-2025 07:00,cart,Desktop,France,Email,23,1,1
session_3019,user_1786,16-08-2025 07:03,checkout,Desktop,France,Email,136,1,1
session_3019,user_1786,16-08-2025 07:04,confirmation,Desktop,France,Email,60,0,1
session_3020,user_2579,16-08-2025 01:22,home,Tablet,UK,Google,115,0,0
session_3021,user_1863,28-04-2025 05:38,home,Tablet,Canada,Direct,22,0,0
session_3021,user_1863,28-04-2025 05:39,product_page,Tablet,Canada,Direct,86,5,0
session_3022,user_2067,27-03-2025 09:16,home,Desktop,France,Email,125,0,0
session_3022,user_2067,27-03-2025 09:17,product_page,Desktop,France,Email,99,2,0
session_3023,user_1383,22-07-2025 12:38,home,Desktop,UK,Social Media,135,0,0
session_3023,user_1383,22-07-2025 12:40,product_page,Desktop,UK,Social Media,82,0,0
session_3024,user_1280,12-02-2025 08:44,home,Mobile,Australia,Direct,58,0,0
session_3024,user_1280,12-02-2025 08:44,product_page,Mobile,Australia,Direct,40,4,0
session_3025,user_1479,25-08-2025 16:47,home,Desktop,France,Email,136,0,1
session_3025,user_1479,25-08-2025 16:48,product_page,Desktop,France,Email,64,1,1
session_3025,user_1479,25-08-2025 16:49,cart,Desktop,France,Email,83,1,1
session_3025,user_1479,25-08-2025 16:52,checkout,Desktop,France,Email,165,1,1
session_3025,user_1479,25-08-2025 16:53,confirmation,Desktop,France,Email,66,0,1
session_3026,user_1572,17-08-2025 23:41,home,Tablet,Germany,Email,158,0,1
session_3026,user_1572,17-08-2025 23:42,product_page,Tablet,Germany,Email,85,1,1
session_3026,user_1572,17-08-2025 23:43,cart,Tablet,Germany,Email,57,1,1
session_3026,user_1572,17-08-2025 23:43,checkout,Tablet,Germany,Email,27,1,1
session_3026,user_1572,17-08-2025 23:46,confirmation,Tablet,Germany,Email,154,0,1
session_3027,user_1163,01-07-2025 01:07,home,Desktop,Canada,Social Media,134,0,0
session_3027,user_1163,01-07-2025 01:07,product_page,Desktop,Canada,Social Media,54,0,0
session_3028,user_2948,27-05-2025 23:52,home,Desktop,USA,Google,37,0,0
session_3029,user_2048,12-04-2025 14:54,home,Desktop,USA,Email,134,0,0
session_3030,user_2543,16-03-2025 01:40,home,Desktop,UK,Social Media,135,0,1
session_3030,user_2543,16-03-2025 01:41,product_page,Desktop,UK,Social Media,52,0,1
session_3030,user_2543,16-03-2025 01:44,cart,Desktop,UK,Social Media,162,2,1
session_3030,user_2543,16-03-2025 01:45,checkout,Desktop,UK,Social Media,75,2,1
session_3030,user_2543,16-03-2025 01:47,confirmation,Desktop,UK,Social Media,77,0,1
session_3031,user_2485,15-02-2025 11:37,home,Mobile,UK,Social Media,159,0,0
session_3031,user_2485,15-02-2025 11:40,product_page,Mobile,UK,Social Media,180,5,0
session_3032,user_2750,13-08-2025 21:40,home,Desktop,India,Email,168,0,0
session_3033,user_1948,23-02-2025 21:19,home,Mobile,India,Email,178,0,0
session_3033,user_1948,23-02-2025 21:19,product_page,Mobile,India,Email,46,3,0
session_3034,user_2430,09-03-2025 22:58,home,Desktop,India,Google,149,0,0
session_3034,user_2430,09-03-2025 22:59,product_page,Desktop,India,Google,45,4,0
session_3035,user_1509,09-05-2025 08:17,home,Mobile,UK,Google,72,0,0
session_3035,user_1509,09-05-2025 08:18,product_page,Mobile,UK,Google,43,0,0
session_3036,user_2901,26-08-2025 13:50,home,Desktop,India,Social Media,106,0,0
session_3036,user_2901,26-08-2025 13:53,product_page,Desktop,India,Social Media,172,0,0
session_3037,user_2764,27-08-2025 19:42,home,Tablet,Canada,Email,19,0,0
session_3037,user_2764,27-08-2025 19:43,product_page,Tablet,Canada,Email,103,0,0
session_3038,user_1127,04-08-2025 07:46,home,Tablet,Australia,Email,98,0,0
session_3038,user_1127,04-08-2025 07:47,product_page,Tablet,Australia,Email,53,0,0
session_3038,user_1127,04-08-2025 07:50,cart,Tablet,Australia,Email,171,4,0
session_3038,user_1127,04-08-2025 07:53,checkout,Tablet,Australia,Email,176,4,0
session_3039,user_1856,19-02-2025 11:33,home,Mobile,USA,Social Media,176,0,0
session_3039,user_1856,19-02-2025 11:34,product_page,Mobile,USA,Social Media,86,1,0
session_3040,user_2229,15-02-2025 21:27,home,Mobile,Canada,Email,59,0,0
session_3041,user_1903,04-03-2025 15:52,home,Tablet,Canada,Email,44,0,0
session_3042,user_2604,08-01-2025 07:10,home,Mobile,USA,Social Media,59,0,1
session_3042,user_2604,08-01-2025 07:12,product_page,Mobile,USA,Social Media,133,3,1
session_3042,user_2604,08-01-2025 07:14,cart,Mobile,USA,Social Media,162,3,1
session_3042,user_2604,08-01-2025 07:17,checkout,Mobile,USA,Social Media,171,3,1
session_3042,user_2604,08-01-2025 07:19,confirmation,Mobile,USA,Social Media,102,0,1
session_3043,user_1088,10-04-2025 20:07,home,Mobile,Australia,Email,119,0,1
session_3043,user_1088,10-04-2025 20:08,product_page,Mobile,Australia,Email,82,5,1
session_3043,user_1088,10-04-2025 20:10,cart,Mobile,Australia,Email,104,5,1
session_3043,user_1088,10-04-2025 20:13,checkout,Mobile,Australia,Email,146,5,1
session_3043,user_1088,10-04-2025 20:15,confirmation,Mobile,Australia,Email,157,0,1
